"applicant_id","applicant_date","applicant_time","cust_id","applicant_income","coapplicant_income","credit_history","property_area","loan_amount","loan_amount_term","loan_account_id"
"LP001637","20230727","154707","CI00000305","33846","0","1.00","Semiurban","260","360","LA3333000305"
"LP001639","20230728","101052","CI00000306","3625","0","1.00","Semiurban","108","360","LA3333000306"
"LP001640","20230728","114513","CI00000307","39147","4750","1.00","Semiurban","120","360","LA3333000307"
"LP001641","20230728","132149","CI00000308","2178","0","0.00","Rural","66","300","LA3333000308"
"LP001643","20230728","143428","CI00000309","2383","2138","0.00","Rural","58","360","LA3333000309"
"LP001644","20230728","153549","CI00000310","674","5296","1.00","Rural","168","360","LA3333000310"
"LP001647","20230729","095512","CI00000311","9328","0","1.00","Rural","188","180","LA3333000311"
"LP001650","20230729","111550","CI00000312","2333","3803","1.00","Rural","146","360","LA3333000312"
"LP001651","20230729","131421","CI00000313","3350","1560","1.00","Urban","135","360","LA3333000313"
"LP001652","20230729","142728","CI00000314","2500","6414","0.00","Rural","187","360","LA3333000314"
"LP001653","20230729","152512","CI00000315","4885","0","1.00","Rural","48","360","LA3333000315"
"LP001655","20230729","103050","CI00000316","12500","0","0.00","Urban","300","360","LA3333000316"
"LP001656","20230730","115520","CI00000317","12000","0","1.00","Semiurban","164","360","LA3333000317"
"LP001657","20230730","131011","CI00000318","6033","0","1.00","Urban","160","360","LA3333000318"
"LP001658","20230730","140555","CI00000319","3858","0","1.00","Semiurban","76","360","LA3333000319"
"LP001660","20230730","154707","CI00000320","4667","0","1.00","Semiurban","120","360","LA3333000320"
"LP001662","20230730","101052","CI00000321","6500","0","0.00","Urban","71","360","LA3333000321"
"LP001663","20230731","114513","CI00000322","7500","0","1.00","Urban","225","360","LA3333000322"
"LP001664","20230731","132149","CI00000323","4191","0","1.00","Rural","120","360","LA3333000323"
"LP001665","20230731","143428","CI00000324","3125","2583","1.00","Semiurban","170","360","LA3333000324"
"LP001666","20230731","153549","CI00000325","8333","3750","1.00","Rural","187","360","LA3333000325"
"LP001667","20230731","095512","CI00000326","3073","0","1.00","Urban","70","180","LA3333000326"
"LP001669","20230731","111550","CI00000327","1907","2365","1.00","Urban","120",\N,"LA3333000327"
"LP001671","20230801","131421","CI00000328","3416","2816","0.00","Semiurban","113","360","LA3333000328"
"LP001673","20230801","142728","CI00000329","11000","0","1.00","Urban","83","360","LA3333000329"
"LP001674","20230801","152512","CI00000330","2600","2500","1.00","Semiurban","90","360","LA3333000330"
"LP001677","20230801","103050","CI00000331","4923","0","0.00","Semiurban","166","360","LA3333000331"
"LP001682","20230801","115520","CI00000332","3992","0","1.00","Urban",\N,"180","LA3333000332"
"LP001688","20230802","131011","CI00000333","3500","1083","1.00","Urban","135","360","LA3333000333"
"LP001691","20230802","140555","CI00000334","3917","0","1.00","Semiurban","124","360","LA3333000334"
"LP001692","20230802","154707","CI00000335","4408","0","1.00","Semiurban","120","360","LA3333000335"
"LP001693","20230802","101052","CI00000336","3244","0","1.00","Urban","80","360","LA3333000336"
"LP001695","20230802","114513","CI00000337","3321","2088","1.00","Semiurban","70",\N,"LA3333000337"
"LP001698","20230803","132149","CI00000338","3975","2531","1.00","Rural","55","360","LA3333000338"
"LP001699","20230803","143428","CI00000339","2479","0","1.00","Urban","59","360","LA3333000339"
"LP001702","20230803","153549","CI00000340","3418","0","1.00","Semiurban","127","360","LA3333000340"
"LP001703","20230803","095512","CI00000341","3333","1270","1.00","Urban","124","360","LA3333000341"
"LP001708","20230803","111550","CI00000342","10000","0","1.00","Semiurban","214","360","LA3333000342"
"LP001711","20230804","131421","CI00000343","3430","1250","0.00","Semiurban","128","360","LA3333000343"
"LP001713","20230804","142728","CI00000344","7787","0","1.00","Urban","240","360","LA3333000344"
"LP001715","20230804","152512","CI00000345","5703","0","1.00","Rural","130","360","LA3333000345"
"LP001716","20230804","103050","CI00000346","3173","3021","1.00","Urban","137","360","LA3333000346"
"LP001718","20230804","115520","CI00000347","3391","0","1.00","Rural","132","360","LA3333000347"
"LP001720","20230804","131011","CI00000348","3850","983","1.00","Semiurban","100","360","LA3333000348"
"LP001722","20230805","140555","CI00000349","150","1800","1.00","Rural","135","360","LA3333000349"
"LP001726","20230805","154707","CI00000350","3727","1775","1.00","Semiurban","131","360","LA3333000350"
"LP001728","20230805","101052","CI00000351","3343","1517","1.00","Rural","105","360","LA3333000351"
"LP001732","20230805","114513","CI00000352","5000","0","0.00","Semiurban","72","360","LA3333000352"
"LP001734","20230805","132149","CI00000353","4283","2383","0.00","Semiurban","127","360","LA3333000353"
"LP001735","20230806","143428","CI00000354","3620","0","1.00","Urban","90","360","LA3333000354"
"LP001736","20230806","153549","CI00000355","2221","0","0.00","Urban","60","360","LA3333000355"
"LP001737","20230806","095512","CI00000356","4000","0","1.00","Urban","83","84","LA3333000356"
"LP001739","20230806","111550","CI00000357","4258","0","1.00","Urban","125","360","LA3333000357"
"LP001742","20230806","131421","CI00000358","4500","0","1.00","Rural","147","360","LA3333000358"
"LP001743","20230806","142728","CI00000359","4009","1717","1.00","Semiurban","116","360","LA3333000359"
"LP001744","20230807","152512","CI00000360","2971","2791","1.00","Semiurban","144","360","LA3333000360"
"LP001749","20230807","103050","CI00000361","7578","1010","1.00","Semiurban","175",\N,"LA3333000361"
"LP001750","20230807","115520","CI00000362","6250","0","1.00","Semiurban","128","360","LA3333000362"
"LP001751","20230807","131011","CI00000363","3250","0","1.00","Rural","170","360","LA3333000363"
"LP001754","20230807","140555","CI00000364","4735","0","1.00","Urban","138","360","LA3333000364"
"LP001757","20230808","154707","CI00000365","2014","2925","1.00","Rural","120","360","LA3333000365"
"LP001758","20230808","101052","CI00000366","6250","1695","1.00","Semiurban","210","360","LA3333000366"
"LP001760","20230808","114513","CI00000367","4758","0","1.00","Semiurban","158","480","LA3333000367"
"LP001761","20230808","132149","CI00000368","6400","0","1.00","Rural","200","360","LA3333000368"
"LP001765","20230808","143428","CI00000369","2491","2054","1.00","Semiurban","104","360","LA3333000369"
"LP001768","20230809","153549","CI00000370","3716","0","1.00","Rural","42","180","LA3333000370"
"LP001769","20230809","095512","CI00000371","3333","1250","1.00","Semiurban","110","360","LA3333000371"
"LP001770","20230809","111550","CI00000372","3189","2598","1.00","Rural","120",\N,"LA3333000372"
"LP001771","20230809","131421","CI00000373","4083","0","0.00","Semiurban","103","360","LA3333000373"
"LP001776","20230809","142728","CI00000374","8333","0","1.00","Semiurban","280","360","LA3333000374"
"LP001778","20230809","152512","CI00000375","3155","1779","1.00","Semiurban","140","360","LA3333000375"
"LP001784","20230810","103050","CI00000376","5500","1260","1.00","Rural","170","360","LA3333000376"
"LP001785","20230810","115520","CI00000377","4727","0","0.00","Rural","150","360","LA3333000377"
"LP001786","20230810","131011","CI00000378","5746","0","0.00","Urban","255","360","LA3333000378"
"LP001787","20230810","140555","CI00000379","3089","2999","1.00","Rural","100","240","LA3333000379"
"LP001788","20230810","154707","CI00000380","3463","0","0.00","Urban","122","360","LA3333000380"
"LP001789","20230811","101052","CI00000381","6794","528","0.00","Urban","139","360","LA3333000381"
"LP001790","20230811","114513","CI00000382","3812","0","1.00","Rural","112","360","LA3333000382"
"LP001791","20230811","132149","CI00000383","32000","0","0.00","Semiurban","550","360","LA3333000383"
"LP001792","20230811","143428","CI00000384","3315","0","1.00","Semiurban","96","360","LA3333000384"
"LP001794","20230811","153549","CI00000385","10890","0","1.00","Rural","260","12","LA3333000385"
"LP001797","20230812","095512","CI00000386","12941","0","1.00","Urban","150","300","LA3333000386"
"LP001798","20230812","111550","CI00000387","5819","5000","1.00","Rural","120","360","LA3333000387"
"LP001800","20230812","131421","CI00000388","2510","1983","1.00","Urban","140","180","LA3333000388"
"LP001806","20230812","142728","CI00000389","2965","5701","1.00","Urban","155","60","LA3333000389"
"LP001807","20230812","152512","CI00000390","6250","1300","1.00","Rural","108","360","LA3333000390"
"LP001811","20230813","103050","CI00000391","3406","4417","1.00","Semiurban","123","360","LA3333000391"
"LP001813","20230813","115520","CI00000392","6050","4333","1.00","Urban","120","180","LA3333000392"
"LP001814","20230813","131011","CI00000393","9703","0","1.00","Urban","112","360","LA3333000393"
"LP001815","20230813","140555","CI00000394","3276","0","1.00","Semiurban","90","360","LA3333000394"
"LP001817","20230813","154707","CI00000395","8703","0","0.00","Rural","199","360","LA3333000395"
"LP001818","20230814","101052","CI00000396","4742","717","1.00","Semiurban","139","360","LA3333000396"
"LP001819","20230814","114513","CI00000397","6608","0","1.00","Urban","137","180","LA3333000397"
"LP001822","20230814","132149","CI00000398","5900","0","1.00","Urban","150","360","LA3333000398"
"LP001824","20230814","143428","CI00000399","2882","1843","1.00","Semiurban","123","480","LA3333000399"
"LP001825","20230814","153549","CI00000400","1809","1868","1.00","Urban","90","360","LA3333000400"
"LP001827","20230814","095512","CI00000401","3071","4309","1.00","Urban","180","360","LA3333000401"
"LP001831","20230815","111550","CI00000402","2783","1456","1.00","Urban","113","360","LA3333000402"
"LP001835","20230815","131421","CI00000403","1668","3890","0.00","Semiurban","201","360","LA3333000403"
"LP001836","20230815","142728","CI00000404","3427","0","1.00","Urban","138","360","LA3333000404"
"LP001841","20230815","152512","CI00000405","2583","2167","1.00","Rural","104","360","LA3333000405"
"LP001842","20230815","103050","CI00000406","5000","0","1.00","Rural","148","360","LA3333000406"
"LP001843","20230815","115520","CI00000407","2661","7101","1.00","Semiurban","279","180","LA3333000407"
"LP001844","20230816","131011","CI00000408","16250","0","0.00","Urban","192","360","LA3333000408"
"LP001846","20230816","140555","CI00000409","3083","0","1.00","Rural","255","360","LA3333000409"
"LP001849","20230816","154707","CI00000410","6045","0","0.00","Rural","115","360","LA3333000410"
"LP001853","20230816","101052","CI00000411","2463","2360","0.00","Urban","117","360","LA3333000411"
"LP001854","20230816","114513","CI00000412","5250","0","1.00","Urban","94","360","LA3333000412"
"LP001855","20230816","132149","CI00000413","4855","0","1.00","Rural","72","360","LA3333000413"
"LP001857","20230817","143428","CI00000414","1599","2474","1.00","Semiurban","125","300","LA3333000414"
"LP001859","20230817","153549","CI00000415","14683","2100","1.00","Rural","304","360","LA3333000415"
"LP001862","20230817","095512","CI00000416","4246","4246","1.00","Urban","214","360","LA3333000416"
"LP001864","20230817","111550","CI00000417","4931","0","0.00","Semiurban","128","360","LA3333000417"
"LP001865","20230817","131421","CI00000418","6083","4250","0.00","Urban","330","360","LA3333000418"
"LP001867","20230818","142728","CI00000419","4333","2291","1.00","Rural","133","350","LA3333000419"
"LP001868","20230818","152512","CI00000420","2060","2209","1.00","Semiurban","134","360","LA3333000420"
"LP001870","20230818","103050","CI00000421","3481","0","1.00","Semiurban","155","36","LA3333000421"
"LP001871","20230818","115520","CI00000422","7200","0","1.00","Rural","120","360","LA3333000422"
"LP001872","20230818","131011","CI00000423","5166","0","1.00","Semiurban","128","360","LA3333000423"
"LP001875","20230819","140555","CI00000424","4095","3447","1.00","Rural","151","360","LA3333000424"
"LP001877","20230819","154707","CI00000425","4708","1387","1.00","Semiurban","150","360","LA3333000425"
"LP001878","20230819","101052","CI00000426","5823","2529","1.00","Semiurban","187","360","LA3333000426"
"LP001881","20230819","114513","CI00000427","7895","0","1.00","Rural","143","360","LA3333000427"
"LP001882","20230819","132149","CI00000428","4333","1811","0.00","Urban","160","360","LA3333000428"
"LP001883","20230819","143428","CI00000429","3418","0","1.00","Rural","135","360","LA3333000429"
"LP001884","20230820","153549","CI00000430","2876","1560","1.00","Urban","90","360","LA3333000430"
"LP001886","20230820","095512","CI00000431","4150","4256","1.00","Rural","209","360","LA3333000431"
"LP001888","20230820","111550","CI00000432","3237","0","1.00","Urban","30","360","LA3333000432"
"LP001891","20230820","131421","CI00000433","11146","0","1.00","Urban","136","360","LA3333000433"
"LP001892","20230820","142728","CI00000434","2833","1857","1.00","Rural","126","360","LA3333000434"
"LP001894","20230821","152512","CI00000435","2620","2223","1.00","Semiurban","150","360","LA3333000435"
"LP001896","20230821","103050","CI00000436","3900","0","1.00","Semiurban","90","360","LA3333000436"
"LP001900","20230821","115520","CI00000437","2750","1842","1.00","Semiurban","115","360","LA3333000437"
"LP001903","20230821","131011","CI00000438","3993","3274","1.00","Semiurban","207","360","LA3333000438"
"LP001904","20230821","140555","CI00000439","3103","1300","1.00","Urban","80","360","LA3333000439"
"LP001906","20230822","154707","CI00000440","2964","0","0.00","Semiurban","84","360","LA3333000440"
"LP001907","20230822","101052","CI00000441","14583","0","1.00","Semiurban","436","360","LA3333000441"
"LP001908","20230822","114513","CI00000442","4100","0","0.00","Rural","124","360","LA3333000442"
"LP001909","20230822","132149","CI00000443","5583","0","1.00","Urban","116","360","LA3333000443"
"LP001910","20230822","143428","CI00000444","4053","2426","0.00","Urban","158","360","LA3333000444"
"LP001911","20230823","153549","CI00000445","2708","0","1.00","Rural","65","360","LA3333000445"
"LP001914","20230823","095512","CI00000446","3927","800","1.00","Semiurban","112","360","LA3333000446"
"LP001915","20230823","111550","CI00000447","2301","986","1.00","Urban","78","180","LA3333000447"
"LP001917","20230823","131421","CI00000448","1811","1666","1.00","Urban","54","360","LA3333000448"
"LP001921","20230823","142728","CI00000449","3180","2370","0.00","Rural","80","240","LA3333000449"
"LP001922","20230824","152512","CI00000450","20667","0","1.00","Rural",\N,"360","LA3333000450"
"LP001923","20230824","103050","CI00000451","2268","0","0.00","Semiurban","170","360","LA3333000451"
"LP001924","20230824","115520","CI00000452","3158","3053","1.00","Rural","89","360","LA3333000452"
"LP001925","20230824","131011","CI00000453","2600","1717","1.00","Semiurban","99","300","LA3333000453"
"LP001926","20230824","140555","CI00000454","3704","2000","1.00","Rural","120","360","LA3333000454"
"LP001931","20230824","154707","CI00000455","4124","0","1.00","Semiurban","115","360","LA3333000455"
"LP001933","20230825","101052","CI00000456","1141","2017","0.00","Urban","120","360","LA3333000456"
"LP001935","20230825","114513","CI00000457","9508","0","1.00","Rural","187","360","LA3333000457"
"LP001936","20230825","132149","CI00000458","3075","2416","1.00","Rural","139","360","LA3333000458"
"LP001938","20230825","143428","CI00000459","4400","0","0.00","Semiurban","127","360","LA3333000459"
"LP001940","20230825","153549","CI00000460","3153","1560","1.00","Urban","134","360","LA3333000460"
"LP001943","20230826","095512","CI00000461","3042","3167","1.00","Urban","135","360","LA3333000461"
"LP001945","20230826","111550","CI00000462","5417","0","0.00","Urban","143","480","LA3333000462"
"LP001947","20230826","131421","CI00000463","2383","3334","1.00","Semiurban","172","360","LA3333000463"
"LP001949","20230826","142728","CI00000464","4416","1250","1.00","Urban","110","360","LA3333000464"
"LP001950","20230826","152512","CI00000465","1750","2935","0.00","Semiurban","94","360","LA3333000465"
"LP001953","20230826","103050","CI00000466","6875","0","1.00","Semiurban","200","360","LA3333000466"
"LP001954","20230827","115520","CI00000467","4666","0","1.00","Urban","135","360","LA3333000467"
"LP001955","20230827","131011","CI00000468","5000","2541","1.00","Rural","151","480","LA3333000468"
"LP001959","20230827","140555","CI00000469","3564","0","1.00","Rural","79","360","LA3333000469"
"LP001961","20230827","154707","CI00000470","3958","0","1.00","Rural","110","360","LA3333000470"
"LP001963","20230827","101052","CI00000471","2014","2925","1.00","Urban","113","360","LA3333000471"
"LP001964","20230828","114513","CI00000472","1800","2934","0.00","Urban","93","360","LA3333000472"
"LP001972","20230828","132149","CI00000473","2875","1750","1.00","Semiurban","105","360","LA3333000473"
"LP001973","20230828","143428","CI00000474","4483","0","1.00","Rural","130","360","LA3333000474"
"LP001974","20230828","153549","CI00000475","5000","0","1.00","Rural","132","360","LA3333000475"
"LP001975","20230828","095512","CI00000476","5225","0","1.00","Rural","143","360","LA3333000476"
"LP001977","20230829","111550","CI00000477","1625","1803","1.00","Urban","96","360","LA3333000477"
"LP001978","20230829","131421","CI00000478","4000","2500","1.00","Rural","140","360","LA3333000478"
"LP001979","20230829","142728","CI00000479","3017","2845","0.00","Urban","159","180","LA3333000479"
"LP001990","20230829","152512","CI00000480","2000","0","1.00","Urban",\N,"360","LA3333000480"
"LP001993","20230829","103050","CI00000481","3762","1666","1.00","Rural","135","360","LA3333000481"
"LP001994","20230829","115520","CI00000482","2400","1863","0.00","Urban","104","360","LA3333000482"
"LP001995","20230830","131011","CI00000483","2431","1820","0.00","Rural","110","360","LA3333000483"
"LP001996","20230830","140555","CI00000484","20233","0","1.00","Rural","480","360","LA3333000484"
"LP001998","20230830","154707","CI00000485","7667","0","0.00","Rural","185","360","LA3333000485"
"LP001999","20230830","101052","CI00000486","4912","4614","1.00","Rural","160","360","LA3333000486"
"LP002002","20230830","114513","CI00000487","2917","0","1.00","Semiurban","84","360","LA3333000487"
"LP002004","20230830","132149","CI00000488","2927","2405","1.00","Semiurban","111","360","LA3333000488"
"LP002006","20230831","143428","CI00000489","2507","0","1.00","Rural","56","360","LA3333000489"
"LP002007","20230831","153549","CI00000490","2500","3333","1.00","Urban","131","360","LA3333000490"
"LP002008","20230831","095512","CI00000491","5746","0","0.00","Rural","144","84","LA3333000491"
"LP002009","20230831","111550","CI00000492","2918","0","0.00","Rural","65","360","LA3333000492"
"LP002016","20230831","131421","CI00000493","5128","0","1.00","Rural","143","360","LA3333000493"
"LP002017","20230831","142728","CI00000494","15312","0","0.00","Urban","187","360","LA3333000494"
"LP002018","20230901","152512","CI00000495","3958","2632","1.00","Semiurban","160","360","LA3333000495"
"LP002024","20230901","103050","CI00000496","2473","1843","1.00","Rural","159","360","LA3333000496"
"LP002027","20230901","115520","CI00000497","4334","2945","1.00","Semiurban","165","360","LA3333000497"
"LP002028","20230901","131011","CI00000498","4358","0","1.00","Urban","110","360","LA3333000498"
"LP002031","20230901","140555","CI00000499","3399","1640","1.00","Urban","111","180","LA3333000499"
"LP002035","20230902","154707","CI00000500","3717","0","1.00","Semiurban","120","360","LA3333000500"
"LP002036","20230902","101052","CI00000501","2058","2134","0.00","Urban","88","360","LA3333000501"
"LP002042","20230902","114513","CI00000502","4000","3917","1.00","Rural","173","360","LA3333000502"
"LP002043","20230902","132149","CI00000503","3541","0","0.00","Semiurban","112","360","LA3333000503"
"LP002045","20230902","143428","CI00000504","10166","750","1.00","Urban","150",\N,"LA3333000504"
"LP002046","20230903","153549","CI00000505","4483","0","0.00","Semiurban","135","360","LA3333000505"
"LP002047","20230903","095512","CI00000506","4521","1184","1.00","Semiurban","150","360","LA3333000506"
"LP002050","20230903","111550","CI00000507","10000","0","1.00","Rural","155","360","LA3333000507"
"LP002051","20230903","131421","CI00000508","2400","2167","1.00","Semiurban","115","360","LA3333000508"
"LP002053","20230903","142728","CI00000509","4342","189","1.00","Semiurban","124","360","LA3333000509"
"LP002054","20230904","152512","CI00000510","3601","1590","1.00","Rural",\N,"360","LA3333000510"
"LP002055","20230904","103050","CI00000511","3166","2985","0.00","Rural","132","360","LA3333000511"
"LP002056","20230904","115520","CI00000512","9167","0","1.00","Semiurban","235","360","LA3333000512"
"LP002057","20230904","131011","CI00000513","13083","0","1.00","Rural",\N,"360","LA3333000513"
"LP002059","20230904","140555","CI00000514","7874","3967","1.00","Rural","336","360","LA3333000514"
"LP002062","20230904","154707","CI00000515","4333","0","1.00","Rural","132","84","LA3333000515"
"LP002064","20230905","101052","CI00000516","4083","0","1.00","Urban","96","360","LA3333000516"
"LP002065","20230905","114513","CI00000517","15000","0","1.00","Rural","300","360","LA3333000517"
"LP002067","20230905","132149","CI00000518","8666","4983","0.00","Rural","376","360","LA3333000518"
"LP002068","20230905","143428","CI00000519","4917","0","0.00","Rural","130","360","LA3333000519"
"LP002069","20230905","153549","CI00000520","3785","2912","0.00","Rural","180","360","LA3333000520"
"LP002070","20230906","095512","CI00000521","2654","1998","0.00","Rural","128","360","LA3333000521"
"LP002077","20230906","111550","CI00000522","10000","2690","1.00","Semiurban","412","360","LA3333000522"
"LP002082","20230906","131421","CI00000523","5818","2160","1.00","Semiurban","184","360","LA3333000523"
"LP002083","20230906","142728","CI00000524","5833","0","1.00","Urban","116","360","LA3333000524"
"LP002086","20230906","152512","CI00000525","4333","2451","1.00","Urban","110","360","LA3333000525"
"LP002087","20230906","103050","CI00000526","2500","0","1.00","Urban","67","360","LA3333000526"
"LP002090","20230907","115520","CI00000527","4796","0","0.00","Semiurban","114","360","LA3333000527"
"LP002096","20230907","131011","CI00000528","2000","1600","1.00","Rural","115","360","LA3333000528"
"LP002097","20230907","140555","CI00000529","4384","1793","1.00","Urban","117","360","LA3333000529"
"LP002098","20230907","154707","CI00000530","2935","0","1.00","Semiurban","98","360","LA3333000530"
"LP002099","20230907","101052","CI00000531","2540","700","0.00","Urban","104","360","LA3333000531"
"LP002100","20230908","114513","CI00000532","2833","0","1.00","Urban","71","360","LA3333000532"
"LP002101","20230908","132149","CI00000533","63337","0","1.00","Urban","490","180","LA3333000533"
"LP002102","20230908","143428","CI00000534","1900","1442","1.00","Rural","88","360","LA3333000534"
"LP002103","20230908","153549","CI00000535","9833","1833","1.00","Urban","182","180","LA3333000535"
"LP002105","20230908","095512","CI00000536","8706","0","1.00","Rural","108","480","LA3333000536"
"LP002106","20230909","111550","CI00000537","5503","4490","1.00","Semiurban","70",\N,"LA3333000537"
"LP002107","20230909","131421","CI00000538","2855","542","1.00","Urban","90","360","LA3333000538"
"LP002110","20230909","142728","CI00000539","5250","688","1.00","Rural","160","360","LA3333000539"
"LP002111","20230909","152512","CI00000540","3016","1300","0.00","Urban","100","360","LA3333000540"
"LP002112","20230909","103050","CI00000541","2500","4600","1.00","Rural","176","360","LA3333000541"
"LP002113","20230909","115520","CI00000542","1830","0","0.00","Urban",\N,"360","LA3333000542"
"LP002114","20230910","131011","CI00000543","4160","0","1.00","Semiurban","71","360","LA3333000543"
"LP002115","20230910","140555","CI00000544","2647","1587","1.00","Rural","173","360","LA3333000544"
"LP002116","20230910","154707","CI00000545","2378","0","1.00","Rural","46","360","LA3333000545"
"LP002117","20230910","101052","CI00000546","3159","2374","1.00","Semiurban","108","360","LA3333000546"
"LP002118","20230910","114513","CI00000547","1937","1152","1.00","Semiurban","78","360","LA3333000547"
"LP002119","20230911","132149","CI00000548","4554","1229","1.00","Urban","158","360","LA3333000548"
"LP002123","20230911","143428","CI00000549","2613","2417","1.00","Semiurban","123","360","LA3333000549"
"LP002125","20230911","153549","CI00000550","4960","2600","1.00","Semiurban","187","360","LA3333000550"
"LP002126","20230911","095512","CI00000551","3173","0","1.00","Semiurban","74","360","LA3333000551"
"LP002128","20230911","111550","CI00000552","2583","2330","1.00","Rural","125","360","LA3333000552"
"LP002129","20230912","131421","CI00000553","2499","2458","1.00","Semiurban","160","360","LA3333000553"
"LP002130","20230912","142728","CI00000554","3523","3230","0.00","Rural","152","360","LA3333000554"
"LP002131","20230912","152512","CI00000555","3083","2168","1.00","Urban","126","360","LA3333000555"
"LP002137","20230912","103050","CI00000556","6333","4583","0.00","Semiurban","259","360","LA3333000556"
"LP002138","20230912","115520","CI00000557","2625","6250","1.00","Rural","187","360","LA3333000557"
"LP002139","20230913","131011","CI00000558","9083","0","1.00","Semiurban","228","360","LA3333000558"
"LP002140","20230913","140555","CI00000559","8750","4167","1.00","Rural","308","360","LA3333000559"
"LP002141","20230913","154707","CI00000560","2666","2083","1.00","Rural","95","360","LA3333000560"
"LP002142","20230913","101052","CI00000561","5500","0","0.00","Rural","105","360","LA3333000561"
"LP002143","20230913","114513","CI00000562","2423","505","1.00","Semiurban","130","360","LA3333000562"
"LP002144","20230914","132149","CI00000563","3813","0","1.00","Urban","116","180","LA3333000563"
"LP002148","20230914","143428","CI00000564","3074","1083","1.00","Semiurban","146","360","LA3333000564"
"LP002149","20230914","153549","CI00000565","8333","3167","1.00","Rural","165","360","LA3333000565"
"LP002151","20230914","095512","CI00000566","3875","0","1.00","Urban","67","360","LA3333000566"
"LP002152","20230914","111550","CI00000567","4213","0","1.00","Urban","80","360","LA3333000567"
"LP002158","20230914","131421","CI00000568","3000","1666","0.00","Urban","100","480","LA3333000568"
"LP002160","20230915","142728","CI00000569","5167","3167","1.00","Semiurban","200","360","LA3333000569"
"LP002161","20230915","152512","CI00000570","4723","0","1.00","Semiurban","81","360","LA3333000570"
"LP002165","20230915","103050","CI00000571","2038","4027","1.00","Rural","100","360","LA3333000571"
"LP002167","20230915","115520","CI00000572","2362","0","1.00","Urban","55","360","LA3333000572"
"LP002168","20230915","131011","CI00000573","5333","2400","0.00","Rural","200","360","LA3333000573"
"LP002170","20230915","140555","CI00000574","5000","3667","1.00","Semiurban","236","360","LA3333000574"
"LP002172","20230916","154707","CI00000575","5384","0","1.00","Semiurban","150","360","LA3333000575"
"LP002175","20230916","101052","CI00000576","4750","2333","1.00","Urban","130","360","LA3333000576"
"LP002176","20230916","114513","CI00000577","5708","0","1.00","Rural","150","360","LA3333000577"
"LP002178","20230916","132149","CI00000578","3013","3033","0.00","Urban","95","300","LA3333000578"
"LP002180","20230916","143428","CI00000579","6822","0","1.00","Rural","141","360","LA3333000579"
"LP002181","20230916","153549","CI00000580","6216","0","1.00","Rural","133","360","LA3333000580"
"LP002183","20230917","095512","CI00000581","3754","3719","1.00","Rural","118",\N,"LA3333000581"
"LP002184","20230917","111550","CI00000582","2914","2130","1.00","Urban","150","300","LA3333000582"
"LP002186","20230917","131421","CI00000583","2747","2458","1.00","Semiurban","118","36","LA3333000583"
"LP002187","20230917","142728","CI00000584","2500","0","1.00","Semiurban","96","480","LA3333000584"
"LP002188","20230917","152512","CI00000585","5124","0","0.00","Rural","124",\N,"LA3333000585"
"LP002190","20230918","103050","CI00000586","6325","0","1.00","Semiurban","175","360","LA3333000586"
"LP002191","20230918","115520","CI00000587","19730","5266","1.00","Rural","570","360","LA3333000587"
"LP002192","20230918","131011","CI00000588","7830","2183","1.00","Rural","212","360","LA3333000588"
"LP002194","20230918","140555","CI00000589","15759","0","1.00","Semiurban","55","360","LA3333000589"
"LP002195","20230918","154707","CI00000590","3507","3148","1.00","Rural","212","360","LA3333000590"
"LP002197","20230919","101052","CI00000591","5185","0","1.00","Semiurban","155","360","LA3333000591"
"LP002201","20230919","114513","CI00000592","9323","7873","1.00","Rural","380","300","LA3333000592"
"LP002205","20230919","132149","CI00000593","3062","1987","0.00","Urban","111","180","LA3333000593"
"LP002208","20230919","143428","CI00000594","3747","2139","1.00","Urban","125","360","LA3333000594"
"LP002209","20230919","153549","CI00000595","2764","1459","1.00","Urban","110","360","LA3333000595"
"LP002211","20230919","095512","CI00000596","4817","923","1.00","Urban","120","180","LA3333000596"
"LP002212","20230920","111550","CI00000597","2166","2166","0.00","Urban","108","360","LA3333000597"
"LP002219","20230920","131421","CI00000598","8750","4996","1.00","Rural","130","360","LA3333000598"
"LP002223","20230920","142728","CI00000599","4310","0","0.00","Semiurban","130","360","LA3333000599"
"LP002224","20230920","152512","CI00000600","3069","0","1.00","Urban","71","480","LA3333000600"
"LP002225","20230920","103050","CI00000601","5391","0","1.00","Urban","130","360","LA3333000601"
"LP002226","20230921","115520","CI00000602","3333","2500","1.00","Semiurban","128","360","LA3333000602"
"LP002229","20230921","131011","CI00000603","5941","4232","1.00","Semiurban","296","360","LA3333000603"
"LP002231","20230921","140555","CI00000604","6000","0","1.00","Urban","156","360","LA3333000604"
"LP002234","20230921","154707","CI00000605","7167","0","1.00","Urban","128","360","LA3333000605"
"LP002236","20230921","101052","CI00000606","4566","0","1.00","Urban","100","360","LA3333000606"
"LP002237","20230922","114513","CI00000607","3667","0","1.00","Urban","113","180","LA3333000607"
"LP002239","20230922","132149","CI00000608","2346","1600","1.00","Semiurban","132","360","LA3333000608"
"LP002240","20230922","143428","CI00000609","3500","2168","1.00","Rural","149","360","LA3333000609"
"LP002243","20230922","153549","CI00000610","3010","3136","0.00","Urban",\N,"360","LA3333000610"
"LP002244","20230922","095512","CI00000611","2333","2417","1.00","Urban","136","360","LA3333000611"
